id_paper,id_site,title,authors,authors_full,year,nurse_species,exp_type,variable,umbrella,unidad,mean_island,mean_bs,sd_island,sd_bs,n_island,n_bs,rii,sd_rii,n_rii,mean_island_nit,mean_bs_nit,sd_island_nit,sd_bs_nit,mean_island_p,mean_bs_p,sd_island_p,sd_bs_p,n_island_fi,n_bs_fi
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,no dice,78.46153846,59.06077348,8.702852692,24.37760395,8,8,NA,NA,NA,0.8,0.5,0.1732050808,0.1732050808,NA,NA,NA,NA,3,3
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,19.8300283286119,13.1728045325779,12.6689403824351,12.0354933633133,5,5,NA,NA,NA,15.4736842105263,20.8421052631579,10.3923048454133,12.3066767906211,NA,NA,NA,NA,12,12
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,24.3626062322946,24.5042492917847,9.1849817772655,16.1528989876046,5,5,NA,NA,NA,15.4736842105263,20.8421052631579,10.3923048454133,12.3066767906211,NA,NA,NA,NA,12,12
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,15.5807365439094,8.78186968838527,12.9856638919958,4.75085264341305,5,5,NA,NA,NA,15.4736842105263,20.8421052631579,10.3923048454133,12.3066767906211,NA,NA,NA,NA,12,12
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,24.7088607594937,13.4683544303797,6.31431180480795,5.26192650400688,3,3,NA,NA,NA,0.168969849246231,0.141959798994975,0.0224730449999992,0.036518698124996,NA,NA,NA,NA,5,5
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,17.7215189873418,15.7974683544304,2.63096325200327,2.89405957720358,3,3,NA,NA,NA,0.168969849246231,0.141959798994975,0.0224730449999992,0.036518698124996,NA,NA,NA,NA,5,5
113,21,"
Resource islands of Salix cupularis facilitating seedling emergence of the companion herbs in the restoration process of desertified alpine meadow, the Tibetan Plateau",Li et al.,"Li, Q., Shen, X., Huang, Q., ...Gao, W., Liu, L.",2021,Salix cupularis,field,emergence_rate,emergence,%,14.8860759493671,12.5569620253165,2.45556570186973,2.45556570186973,3,3,NA,NA,NA,0.168969849246231,0.141959798994975,0.0224730449999992,0.036518698124996,NA,NA,NA,NA,5,5
115,22,Non-native weed reaches community dominance under the canopy of dominant native tree,Estanga-Mollica et al.,"Estanga-Mollica, M.E., Schmidt, R.M., Cock, M.C., Hierro, J.L.",2021,Prosopis caldenia,field,density,abundance,plants/m²,137.669376693767,26.0162601626016,90.8404964709628,30.8514893674967,10,10,NA,NA,NA,45.0810810810811,21.0810810810811,28.2040980501503,5.64081961003013,NA,NA,NA,NA,10,10
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Vachellia nilotica,chamber,germination,emergence,no dice,0.107,0.273,0.024,0.058,4,4,NA,NA,NA,24,8.33,6.46223645497439,3.2422985673747,21.33,4.33,3.93547964039963,9.68217434257409,5,5
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Spirostachys africana,chamber,germination,emergence,no dice,0.222,0.178,0.16,0.044,4,4,NA,NA,NA,17.33,8.33,3.93547964039963,3.2422985673747,13.67,2.03,5.97030149992444,4.53921799432457,5,5
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Vachellia nilotica,chamber,germination,emergence,no dice,0.467,0.333,0.076,0.116,4,4,NA,NA,NA,24,8.33,6.462236455,3.242298567,21.33,4.33,3.93547964,9.682174343,5,5
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Spirostachys africana,chamber,germination,emergence,no dice,0.388,0.333,0.08,0.116,4,4,NA,NA,NA,17.33,8.33,3.93547964,3.242298567,13.67,2.03,5.9703015,4.539217994,5,5
131,24,"
Shrubs facilitate herbaceous communities in a desert by modifying soil properties",Xie et al.,"Xie, L., Han, L., Guo, H., ...Zhang, G., Ma, C.",2023,Caragana acanthophylla,field,abundance,abundance,plants/m²,143.273542600897,56.5022421524664,48.4557109234028,28.1355740845558,15,15,NA,NA,NA,18.8926940639269,7.9337899543379,5.30545663864057,0.884242773106735,5.58715596330275,3.21100917431193,1.61670405736181,0.373085551698849,15,15
131,24,"
Shrubs facilitate herbaceous communities in a desert by modifying soil properties",Xie et al.,"Xie, L., Han, L., Guo, H., ...Zhang, G., Ma, C.",2023,Caragana acanthophylla,field,biomass,biomass,g,0.433481152993348,0.287139689578714,0.045084617666494,0.0171750924443769,15,15,NA,NA,NA,18.8926940639269,7.9337899543379,5.30545663864057,0.884242773106735,5.58715596330275,3.21100917431193,1.61670405736181,0.373085551698849,15,15
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Athrocaulon macrostachyum,field,density,abundance,plants/m²,1600,1356,742.37456852993,254.911749434976,5,5,NA,NA,NA,0.208,0.04,0.0670820393249937,0.0134164078649987,133,40,6.70820393249937,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Athrocaulon macrostachyum,field,biomass,biomass,mg/m²,3.2,2,1.34164078649987,0.670820393249937,5,5,NA,NA,NA,0.208,0.04,0.0670820393249937,0.0134164078649987,133,40,6.70820393249937,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Launaea arborescens,field,density,abundance,plants/m²,803,1356,297.397041007472,254.911749434976,5,5,NA,NA,NA,0.171,0.04,0.00223606797749979,0.0134164078649987,87,40,15.6524758424985,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Launaea arborescens,field,biomass,biomass,mg/m²,5.3,2,0.894427190999916,0.670820393249937,5,5,NA,NA,NA,0.171,0.04,0.00223606797749979,0.0134164078649987,87,40,15.6524758424985,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Lycium intricatum,field,density,abundance,plants/m²,797,1356,129.691942694988,254.911749434976,5,5,NA,NA,NA,0.253,0.04,0.0469574275274956,0.0134164078649987,100,40,13.4164078649987,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Lycium intricatum,field,biomass,biomass,mg/m²,3,2,1.56524758424985,0.670820393249937,5,5,NA,NA,NA,0.253,0.04,0.0469574275274956,0.0134164078649987,100,40,13.4164078649987,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Retama sphaerocarpa,field,density,abundance,plants/m²,1174,1356,272.800293254974,254.911749434976,5,5,NA,NA,NA,0.422,0.04,0.0156524758424985,0.0134164078649987,155,40,20.1246117974981,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Retama sphaerocarpa,field,biomass,biomass,mg/m²,7,2,1.78885438199983,0.670820393249937,5,5,NA,NA,NA,0.422,0.04,0.0156524758424985,0.0134164078649987,155,40,20.1246117974981,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Salsola oppositifolia,field,density,abundance,plants/m²,1114,1356,190.065778087482,254.911749434976,5,5,NA,NA,NA,0.163,0.04,0.0223606797749979,0.0134164078649987,118,40,8.94427190999916,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Salsola oppositifolia,field,biomass,biomass,mg/m²,4.4,2,1.34164078649987,0.670820393249937,5,5,NA,NA,NA,0.163,0.04,0.0223606797749979,0.0134164078649987,118,40,8.94427190999916,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Thymus hyemalis,field,density,abundance,plants/m²,1851,1356,769.207384259928,254.911749434976,5,5,NA,NA,NA,0.088,0.04,0.0111803398874989,0.0134164078649987,58,40,6.70820393249937,2.23606797749979,5,5
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Thymus hyemalis,field,biomass,biomass,mg/m²,0.4,2,0.223606797749979,0.670820393249937,5,5,NA,NA,NA,0.088,0.04,0.0111803398874989,0.0134164078649987,58,40,6.70820393249937,2.23606797749979,5,5
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,2.6,1.4,0.632455532033676,0.316227766016838,10,10,NA,NA,NA,2.4,0.9,1.58113883008419,0.632455532033676,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,0.3,0.4,0.316227766016838,0.316227766016838,10,10,NA,NA,NA,3,1.6,0.316227766016838,0.316227766016838,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,8.8,7,2.84604989415154,2.5298221281347,10,10,NA,NA,NA,3,1.6,0.316227766016838,0.316227766016838,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,4.1,1.5,0.948683298050514,0.632455532033676,10,10,NA,NA,NA,2.4,0.9,1.58113883008419,0.632455532033676,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,5.8,4.4,1.58113883008419,0.316227766016838,10,10,NA,NA,NA,3,1.6,0.316227766016838,0.316227766016838,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,243,67,189.736659610103,72.7323861838727,10,10,NA,NA,NA,2.4,0.9,1.58113883008419,0.632455532033676,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,6.9,4.6,2.84604989415154,2.5298221281347,10,10,NA,NA,NA,3,1.6,0.316227766016838,0.316227766016838,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,1.1,0.2,0.316227766016838,0.001,10,10,NA,NA,NA,2.4,0.9,1.58113883008419,0.632455532033676,NA,NA,NA,NA,10,10
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,17.9,17.3,6.32455532033676,6.32455532033676,10,10,NA,NA,NA,3,1.6,0.316227766016838,0.316227766016838,NA,NA,NA,NA,10,10
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,Pinus radiata,field,cover,cover,%,26.66,82.5,38.2367624152464,25.8489458198976,20,20,NA,NA,NA,16.3,17,4.6,7,3.5,3.5,0.6,1,4,4
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,various,field,cover,cover,%,28.75,82.5,40.1597808758962,25.8489458198976,20,20,NA,NA,NA,29,17,13.4,7,5.75,3.5,2.76,1,4,4
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,Pinus radiata,field,seedling_abundance,abundance,%,2.27684964200477,0.248210023866349,2.31026252983296,0.2291169451074,16,16,NA,NA,NA,16.3,17,4.6,7,3.5,3.5,0.6,1,4,4
140,27,The widely invasive tree P inus radiata facilitates regeneration of native woody species in a semi‐arid ecosystem.,Becerra & Montenegro,"Becerra, P. I., & Montenegro, G.",2013,various,field,seedling_abundance,abundance,%,2.48210023866349,0.248210023866349,1.22195704057276,0.2291169451074,16,16,NA,NA,NA,29,17,13.4,7,5.75,3.5,2.76,1,4,4
141,28,Can native shrubs facilitate the establishment of trees under arid bioclimate? A case study from Tunisia.,Noumi,"Noumi, Z.",2020,Retama raetam,field,survival_rate,survival,%,4.13385826771654,12.007874015748,6.69291338582678,13.3858267716536,4,4,NA,NA,NA,1.32456140350877,0.464912280701754,0.78947368421054,0.140350877192986,0.0620111731843575,0.0212290502793296,0.0201117318435756,0.0061452513966482,4,4
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,seedling_survival,survival,number,0.388636363636364,1.29545454545455,0.991805266143717,1.25053707470293,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,seedling_survival,survival,number,0.9,2.4,1.29365904279616,0.948683298050515,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,cover,cover,%,72.5,70.5,11.4,17.7,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,10.7826086956521,8.43478260869565,4.1811531409291,2.21355166284483,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,5.87096774193548,2.77419354838709,1.64231252404617,0.364958338676939,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,6,3.29729729729729,2.14043133764575,0.993771692478387,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.141333333333333,0.256,0.10559461265719,0.226274169979695,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,cover,cover,%,0.270676691729323,0.759398496240601,0.106331846794969,0.318995540384909,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,9.0566037735849,7.24528301886792,3.20199297141074,1.92119578284647,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,21.1320754716981,12.0754716981132,7.82709393011503,2.84621597458736,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,14.6739130434782,9.18478260869564,2.45950184760537,2.61322071308072,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,0.949367088607595,1.50316455696202,1.20834703114156,1.29785421863353,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,3.0718954248366,6.99346405228757,1.66378066161539,3.51242584118809,8,8,NA,NA,NA,16.4864864864864,27.027027027027,6.87995787100445,10.7021566882289,5.05555555555555,3.27777777777777,2.51415744421884,0.785674201318392,8,8
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Calligonum mongolicum,field,biomass,biomass,g/m²,71.2830957230143,20.5702647657841,75.5982249012145,27.3246596028487,20,20,NA,NA,NA,0.2,0.18,0.033,0.048,0.6,0.47,0.082,0.048,10,10
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Nitraria sphaerocarpa,field,biomass,biomass,g/m²,10.5454545454545,27.8787878787879,13.5519271363627,33.6087792981786,20,20,NA,NA,NA,0.25,0.19,0.028,0.04,0.41,0.48,0.012,0.123,10,10
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Haloxylon ammodendron,field,biomass,biomass,g/m²,5.71428571428571,20.8571428571429,7.02764221499938,17.8885438199983,20,20,NA,NA,NA,0.17,0.22,0.065,0.072,0.44,0.41,0.014,0.023,10,10
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Calligonum mongolicum,field,density,abundance,no dice,34.4280442804428,20.590405904059,34.1598576636502,17.822534433209,20,20,NA,NA,NA,0.2,0.18,0.033,0.048,0.6,0.47,0.082,0.048,10,10
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Nitraria sphaerocarpa,field,density,abundance,no dice,18.8191881918819,21.9188191881919,17.8225344332086,22.7732384424332,20,20,NA,NA,NA,0.25,0.19,0.028,0.04,0.41,0.48,0.012,0.123,10,10
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Haloxylon ammodendron,field,density,abundance,no dice,18.3763837638376,29.4464944649446,14.8521120276739,30.6943648571929,20,20,NA,NA,NA,0.17,0.22,0.065,0.072,0.44,0.41,0.014,0.023,10,10
148,32,Effect of the canopy of Retama sphaerocarpa on its understorey in a semiarid environment.,Moro et al.,"Moro, M. J., Pugnaire, F. I., Haase, P., & Puigdefábregas, J.",1997,Retama sphaerocarpa,glasshouse,individual_dry_mass,biomass,g,0.11,0.04,0.0316227766016838,0.00316227766016838,10,10,NA,NA,NA,1.7,0.9,0.489897948556636,0.244948974278318,NA,NA,NA,NA,6,6
148,32,Effect of the canopy of Retama sphaerocarpa on its understorey in a semiarid environment.,Moro et al.,"Moro, M. J., Pugnaire, F. I., Haase, P., & Puigdefábregas, J.",1997,Retama sphaerocarpa,glasshouse,germination_rate,emergence,%,93.8,73.2,5.05964425626941,11.3841995766062,10,10,NA,NA,NA,1.7,0.9,0.489897948556636,0.244948974278318,NA,NA,NA,NA,6,6
94,33,"
Conspecific leaf litter and root competition inhibits shrub emergence in the Patagonian steppe",Campanella & Bisigato,"Campanella, M.V., Bisigato, A.J.",2019,Chuquiraga avellanedae,field,emergence,emergence,proportion,0.0178343949044586,0.12484076433121,0.0168984791368777,0.0747432731054208,4,4,NA,NA,NA,0.09,0.08,0.04,0.04,NA,NA,NA,NA,4,4
